QUARTER,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE THEFT,AUTO  THEFT,BUNCO,TOTAL
1997Q1,1371,13,2,9,1,8,5,0,2,12,5,4,4,0,0,1,0,12,0,65
1997Q1,1373,13,2,11,4,4,2,1,2,26,10,12,2,0,0,4,0,16,0,96
1997Q1,1375,13,1,5,3,12,2,1,0,15,7,8,2,0,0,5,0,13,0,74
1997Q1,1377,13,0,7,0,5,4,0,0,5,3,11,3,1,0,1,0,19,0,59
1997Q1,1381,13,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,8
1997Q1,1383,13,1,10,1,5,5,0,2,9,4,2,1,0,0,2,0,14,0,56
1997Q1,1385,13,6,4,0,3,1,0,0,4,2,11,2,1,0,1,0,12,0,47
1997Q1,1391,13,1,9,1,6,2,0,0,3,3,3,1,0,0,0,0,6,0,35
1997Q1,1393,13,3,16,4,10,6,0,1,19,11,3,1,0,0,8,0,8,0,90
1997Q1,1395,13,2,8,0,3,3,0,1,2,2,3,1,0,1,4,0,10,0,40
1997Q1,1400,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1997Q1,1401,14,0,4,2,1,2,0,0,1,7,2,0,0,0,1,0,8,0,28
1997Q1,1402,14,0,3,1,1,1,0,0,1,5,1,0,0,0,5,0,6,0,24
1997Q1,1403,14,1,2,0,0,1,0,0,2,0,2,3,0,0,3,0,4,0,18
1997Q1,1405,14,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,5
1997Q1,1406,14,2,6,0,3,3,0,0,9,27,6,3,1,0,8,0,31,0,99
1997Q1,1407,14,0,12,5,5,3,0,1,16,40,8,2,0,0,3,0,40,0,135
1997Q1,1408,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1997Q1,1409,14,2,3,0,3,1,0,0,6,15,3,2,0,0,6,0,26,0,67
1997Q1,1411,14,0,0,0,1,0,1,0,3,0,2,2,0,0,1,0,1,0,11
1997Q1,1412,14,2,10,1,8,2,0,1,3,30,4,3,0,0,8,0,18,0,90
1997Q1,1413,14,1,4,1,13,3,0,2,16,18,7,1,0,0,9,0,9,0,84
1997Q1,1414,14,0,6,2,8,1,1,1,22,9,4,2,0,0,7,0,13,0,76
1997Q1,1415,14,1,1,0,6,1,0,0,5,5,5,2,0,0,10,0,2,1,39
1997Q1,1416,14,0,4,1,0,0,0,0,0,3,1,2,0,0,1,0,4,0,16
1997Q1,1424,14,0,4,0,0,0,0,1,0,4,3,0,0,0,1,0,5,0,18
1997Q1,1425,14,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,7,0,15
1997Q1,1426,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,5
1997Q1,1427,14,1,1,1,0,3,0,0,3,2,3,3,0,0,7,0,5,0,29
1997Q1,1428,14,1,3,2,1,0,0,0,2,14,4,2,0,0,6,0,20,0,55
1997Q1,1431,14,2,5,2,7,0,0,1,10,28,4,15,2,0,13,0,15,0,104
1997Q1,1432,14,0,6,3,2,2,0,1,5,11,3,2,0,0,4,0,3,0,42
1997Q1,1433,14,1,6,0,0,0,0,2,7,7,0,3,0,0,2,0,6,0,34
1997Q1,1434,14,1,7,3,1,0,0,0,6,6,2,1,0,0,5,0,7,0,39
1997Q1,1435,14,2,9,6,3,1,0,0,4,5,1,1,0,0,7,0,11,0,50
1997Q1,1436,14,0,1,0,0,0,0,1,0,6,0,0,0,0,2,0,2,0,12
1997Q1,1437,14,0,5,0,0,2,0,0,1,5,3,1,0,0,0,0,14,0,31
1997Q1,1438,14,2,10,0,0,0,0,0,17,11,7,0,0,0,4,0,16,0,67
1997Q1,1441,14,0,8,3,3,1,0,1,9,29,5,4,0,0,6,0,5,0,74
1997Q1,1443,14,1,5,1,6,3,0,0,5,12,6,4,0,0,3,0,5,0,51
1997Q1,1444,14,1,3,0,4,3,0,0,5,6,2,5,0,0,4,0,5,0,38
1997Q1,1445,14,0,17,1,1,4,0,1,7,7,3,4,0,0,2,0,12,0,59
1997Q1,1446,14,4,7,4,6,3,1,0,6,7,9,1,1,0,4,0,5,0,58
1997Q1,1449,14,1,1,1,3,0,0,0,0,5,4,1,0,0,4,0,5,0,25
1997Q1,1451,14,0,2,0,0,0,0,0,0,1,1,1,0,0,2,0,2,0,9
1997Q1,1452,14,0,5,1,1,0,0,0,1,1,2,2,0,0,2,0,7,0,22
1997Q1,1453,14,0,2,4,0,1,0,0,2,8,0,5,0,0,7,0,1,0,30
1997Q1,1454,14,4,2,1,4,3,0,0,1,5,1,5,0,0,16,0,10,0,52
1997Q1,1455,14,0,4,1,2,0,0,0,4,4,1,1,0,0,3,0,4,0,24
1997Q1,1456,14,0,4,0,3,1,0,0,6,3,1,2,0,0,2,0,4,0,26
1997Q1,1457,14,0,4,0,1,0,2,0,14,6,0,1,1,0,5,0,9,0,43
1997Q1,1458,14,0,6,0,3,0,0,0,1,6,2,1,0,0,0,0,5,0,24
1997Q1,1459,14,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,8
1997Q1,1462,14,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
1997Q1,1463,14,0,0,0,0,0,0,1,1,1,2,1,0,0,3,0,4,0,13
1997Q1,1464,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997Q1,1465,14,0,2,5,0,1,0,0,4,4,2,1,0,0,5,0,3,0,27
1997Q1,1466,14,1,6,2,0,2,0,0,0,4,1,3,0,0,0,0,8,0,27
1997Q1,1467,14,1,8,0,0,1,0,0,1,6,2,4,0,0,2,0,6,0,31
1997Q1,1469,14,1,5,6,6,7,1,0,7,7,5,5,1,0,9,0,26,0,86
1997Q1,1471,14,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,2,0,8
1997Q1,1472,14,2,6,0,1,1,0,0,0,7,0,1,0,0,3,0,9,0,30
1997Q1,1473,14,8,3,3,0,1,0,0,4,16,3,2,0,0,2,0,13,0,55
1997Q1,1474,14,1,1,6,0,3,0,0,0,7,0,2,0,0,3,0,3,0,26
1997Q1,1475,14,0,3,0,0,1,0,0,0,2,3,2,0,0,3,0,7,0,21
1997Q1,1476,14,3,3,1,0,0,0,0,4,3,0,1,0,0,2,0,11,0,28
1997Q1,1477,14,1,5,0,0,0,0,0,2,5,0,0,0,0,0,0,10,0,23
1997Q1,1479,14,0,5,1,0,1,0,0,5,2,2,0,0,0,2,0,10,0,28
1997Q1,1483,14,1,9,4,1,4,0,1,1,30,2,4,0,0,15,0,30,0,102
1997Q1,1484,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
1997Q1,1485,14,2,1,1,0,1,0,0,2,9,0,3,1,0,4,0,15,0,39
1997Q1,1486,14,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,4
1997Q1,1487,14,3,3,2,1,0,0,0,0,3,0,3,1,0,3,0,7,0,26
1997Q1,1488,14,1,5,2,5,1,0,1,15,11,11,14,0,0,14,0,36,0,116
1997Q1,1489,14,0,8,0,8,1,1,2,11,22,9,8,0,0,7,0,26,0,103
1997Q1,1491,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1997Q1,1492,14,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,6
1997Q1,1493,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1997Q1,1494,14,9,0,2,1,0,0,0,8,96,27,331,31,1,266,0,43,0,815
1997Q1,1495,14,0,0,0,1,2,0,0,0,8,6,6,1,0,7,0,63,0,94
1997Q1,1496,14,0,1,1,5,1,0,0,1,18,1,11,0,0,7,0,20,1,67
1997Q1,1497,14,1,1,1,0,1,0,0,1,4,6,8,0,0,12,0,5,0,40
1997Q1,1498,14,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,6
1997Q1,1499,14,0,0,0,0,0,0,0,0,4,1,6,0,0,1,0,3,0,15
1997Q1,1501,15,8,4,2,5,1,0,0,11,8,1,3,1,0,17,0,15,1,77
1997Q1,1502,15,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,5,0,12
1997Q1,1503,15,0,7,2,2,1,0,0,6,7,4,0,0,0,2,0,12,0,43
1997Q1,1504,15,2,7,0,4,4,1,0,16,18,6,3,1,0,14,0,11,0,87
1997Q1,1505,15,1,2,0,0,2,0,0,4,6,2,0,0,0,4,0,16,1,38
1997Q1,1506,15,2,13,1,1,1,2,1,10,16,14,4,0,0,11,0,25,0,101
1997Q1,1507,15,2,1,2,1,0,0,0,4,0,1,1,0,0,2,0,4,0,18
1997Q1,1508,15,0,7,1,2,1,0,1,6,3,0,2,0,0,2,0,5,0,30
1997Q1,1509,15,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,9,0,14
1997Q1,1511,15,1,4,3,0,0,0,1,0,10,4,3,0,0,2,0,3,1,32
1997Q1,1512,15,0,2,0,0,1,0,0,0,10,2,2,0,0,3,0,9,0,29
1997Q1,1513,15,4,3,1,2,0,0,0,5,7,5,1,0,1,6,0,15,0,50
1997Q1,1514,15,0,5,1,4,70,0,0,30,12,3,1,0,0,3,0,18,0,147
1997Q1,1515,15,7,1,1,5,1,0,0,12,9,4,5,0,0,7,0,7,0,59
1997Q1,1516,15,3,4,0,6,3,0,1,21,13,9,6,0,0,5,0,23,0,94
1997Q1,1518,15,0,2,1,0,0,0,1,21,5,4,3,0,0,2,0,9,0,48
1997Q1,1519,15,0,0,0,0,1,0,0,4,2,1,2,0,0,1,0,2,0,13
1997Q1,1521,15,13,0,1,2,0,0,0,0,11,1,4,0,0,11,0,8,0,51
1997Q1,1522,15,9,12,2,13,10,0,0,16,9,10,5,0,0,19,0,25,0,130
1997Q1,1523,15,4,7,7,8,6,0,0,4,16,7,4,0,0,21,0,25,0,109
1997Q1,1524,15,15,0,0,3,0,0,0,2,6,2,2,0,1,51,0,9,0,91
1997Q1,1526,15,8,6,3,1,2,0,0,9,10,4,6,0,1,22,0,12,1,85
1997Q1,1527,15,3,6,0,7,0,0,0,25,7,5,5,0,0,11,0,12,0,81
1997Q1,1528,15,1,5,0,0,0,0,0,4,11,7,2,0,0,9,0,5,0,44
1997Q1,1529,15,2,11,3,1,5,1,1,13,11,3,5,0,0,8,0,17,1,82
1997Q1,1531,15,2,8,0,1,0,0,0,2,5,5,0,0,0,3,0,12,0,38
1997Q1,1532,15,4,11,2,1,3,0,0,2,10,4,2,0,0,9,0,16,0,64
1997Q1,1533,15,0,1,0,0,1,0,0,2,1,1,2,0,0,4,0,5,0,17
1997Q1,1534,15,2,10,1,3,1,0,0,4,5,2,1,0,0,7,0,15,0,51
1997Q1,1537,15,0,6,0,0,2,0,0,9,6,6,2,0,0,4,0,8,0,43
1997Q1,1538,15,1,8,0,2,4,0,0,16,13,7,2,0,0,7,0,16,0,76
1997Q1,1539,15,0,5,0,0,2,0,0,5,3,4,0,0,0,3,0,6,0,28
1997Q1,1542,15,0,6,1,0,2,0,0,1,6,1,2,0,0,2,0,8,0,29
1997Q1,1543,15,1,4,0,3,3,0,0,5,13,1,4,0,0,4,0,21,1,60
1997Q1,1544,15,1,1,1,3,4,0,0,1,7,1,2,0,0,7,0,10,0,38
1997Q1,1545,15,4,5,4,3,7,0,0,5,22,5,6,0,1,7,0,27,1,97
1997Q1,1546,15,0,2,0,5,0,1,2,2,8,4,2,0,0,2,0,8,0,36
1997Q1,1547,15,0,1,1,3,0,0,0,12,1,1,1,1,0,1,0,4,0,26
1997Q1,1549,15,5,17,0,2,5,0,0,30,22,14,6,0,1,14,0,17,5,138
1997Q1,1553,15,1,1,0,0,0,0,0,2,2,0,1,0,0,1,0,4,0,12
1997Q1,1555,15,0,2,3,0,1,0,0,1,18,4,2,0,0,7,0,13,0,51
1997Q1,1557,15,7,12,2,5,9,1,0,23,32,7,5,0,0,13,0,19,0,135
1997Q1,1558,15,3,9,1,4,6,0,0,8,29,7,1,0,0,8,0,22,0,98
1997Q1,1559,15,0,3,2,0,1,0,0,3,4,4,3,0,0,2,0,9,0,31
1997Q1,1562,15,0,6,3,0,0,0,0,1,13,1,4,0,0,2,0,11,0,41
1997Q1,1565,15,0,2,2,0,1,0,0,0,11,4,2,0,0,4,0,10,0,36
1997Q1,1566,15,0,2,2,0,1,0,0,3,4,1,1,0,0,1,0,3,0,18
1997Q1,1567,15,0,5,0,1,1,0,0,4,8,2,0,0,0,3,0,12,0,36
1997Q1,1568,15,5,2,1,1,0,0,0,0,9,2,1,0,0,4,0,12,0,37
1997Q1,1569,15,2,3,0,0,3,1,0,0,6,6,2,0,0,2,0,3,0,28
1997Q1,1581,15,2,2,1,1,2,0,0,4,19,4,4,0,0,5,0,18,0,62
1997Q1,1585,15,4,7,1,3,3,0,0,4,15,2,5,0,0,7,0,15,0,66
1997Q1,1586,15,2,10,0,3,2,0,0,4,26,5,4,0,0,7,0,9,0,72
1997Q1,1588,15,0,0,0,1,1,0,0,0,2,1,2,0,0,1,0,1,0,9
1997Q1,1589,15,0,0,0,0,0,0,0,0,2,1,4,0,0,5,0,3,0,15
1997Q1,1592,15,12,2,3,1,2,0,0,3,18,3,14,0,0,13,0,11,0,82
1997Q1,1595,15,5,3,1,0,1,0,0,0,9,3,4,0,0,8,0,10,0,44
1997Q1,1596,15,3,1,2,1,3,0,0,1,7,4,8,0,0,1,0,9,0,40
1997Q1,1599,15,2,2,2,3,1,0,0,1,8,4,6,0,0,5,0,21,0,55
1997Q1,1600,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1997Q1,1601,16,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4
1997Q1,1602,16,2,3,4,1,4,0,0,7,0,5,1,0,0,4,0,5,0,36
1997Q1,1604,16,0,5,3,0,0,0,0,3,3,1,1,0,0,5,0,5,0,26
1997Q1,1605,16,0,0,0,2,0,0,0,3,1,2,2,0,0,2,0,4,0,16
1997Q1,1606,16,1,5,1,0,1,0,0,2,1,2,1,0,0,1,0,0,0,15
1997Q1,1607,16,2,9,1,2,7,0,1,24,7,7,6,0,0,3,0,23,0,92
1997Q1,1608,16,0,11,5,0,0,0,0,7,8,2,1,0,0,0,0,5,0,39
1997Q1,1609,16,0,2,2,0,0,0,1,7,4,3,2,0,0,2,0,5,0,28
1997Q1,1611,16,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4
1997Q1,1612,16,0,1,0,0,2,0,1,2,4,2,2,0,0,1,0,5,0,20
1997Q1,1613,16,0,4,0,0,0,0,0,15,1,3,7,0,0,9,0,8,0,47
