AGG,BTFV,BURG,GTA,GTP,HOM,ROBB,quarter,rd
1,2,2,5,0,0,4,2008Q1,274
2,9,8,4,1,0,12,2008Q1,275
1,4,4,4,1,0,10,2008Q1,276
2,6,9,5,0,0,5,2008Q1,277
1,1,1,2,0,1,1,2008Q1,279
11,3,2,6,0,0,13,2008Q1,281
0,7,0,7,0,0,8,2008Q1,282
2,6,3,10,0,0,9,2008Q1,283
3,11,4,2,1,0,2,2008Q1,284
3,9,1,3,0,0,0,2008Q1,286
1,2,2,4,1,0,4,2008Q1,289
5,1,2,3,0,0,3,2008Q1,291
3,4,1,4,0,0,2,2008Q1,292
0,0,0,0,1,0,1,2008Q1,296
2,7,0,3,0,1,0,2008Q1,299
0,5,4,0,0,0,2,2008Q1,301
0,0,1,0,0,0,2,2008Q1,303
0,2,4,3,0,0,1,2008Q1,305
0,0,1,2,0,0,0,2008Q1,307
3,2,1,3,0,0,2,2008Q1,308
0,0,3,0,0,0,0,2008Q1,309
2,7,3,6,1,0,19,2008Q1,311
3,6,2,6,0,1,9,2008Q1,312
6,3,5,8,0,0,2,2008Q1,313
8,4,13,5,0,0,9,2008Q1,314
3,10,15,5,0,0,5,2008Q1,315
2,6,4,6,0,0,4,2008Q1,316
1,0,2,8,0,0,9,2008Q1,317
1,4,1,6,2,0,2,2008Q1,318
0,1,3,4,1,0,2,2008Q1,319
0,12,13,3,1,0,6,2008Q1,321
0,2,2,5,0,0,2,2008Q1,325
3,5,5,5,0,0,7,2008Q1,326
0,5,0,1,0,0,6,2008Q1,327
4,11,10,7,3,0,6,2008Q1,328
0,5,0,1,0,0,1,2008Q1,329
3,8,10,13,0,1,7,2008Q1,331
3,2,8,6,0,0,9,2008Q1,332
5,1,12,11,1,0,5,2008Q1,333
3,7,9,10,1,1,9,2008Q1,334
3,5,3,6,0,1,8,2008Q1,335
10,4,4,6,0,1,4,2008Q1,336
6,3,3,8,0,0,4,2008Q1,337
0,6,14,6,0,0,6,2008Q1,338
2,2,8,5,0,0,1,2008Q1,341
0,4,1,1,0,0,4,2008Q1,343
1,13,3,0,2,0,3,2008Q1,351
0,3,4,2,0,0,3,2008Q1,353
2,3,9,8,1,0,3,2008Q1,354
6,8,5,14,0,1,7,2008Q1,355
6,6,2,6,1,0,7,2008Q1,356
4,6,19,4,0,0,16,2008Q1,357
0,4,18,4,0,0,1,2008Q1,358
0,3,1,1,0,0,0,2008Q1,359
6,14,7,3,1,0,15,2008Q1,361
5,15,10,13,3,0,13,2008Q1,362
17,17,31,16,1,0,25,2008Q1,363
2,4,7,3,1,0,5,2008Q1,373
2,2,9,5,0,0,5,2008Q1,374
5,4,5,5,2,0,12,2008Q1,375
10,7,13,17,3,0,9,2008Q1,376
3,4,2,3,0,0,9,2008Q1,377
0,1,0,0,2,0,0,2008Q1,378
7,2,5,5,1,0,7,2008Q1,379
1,6,12,4,0,0,3,2008Q1,391
6,7,3,5,1,0,14,2008Q1,392
6,8,7,7,3,0,15,2008Q1,393
3,1,10,9,1,0,5,2008Q1,394
7,22,9,10,0,1,14,2008Q1,395
7,4,5,10,1,0,8,2008Q1,396
9,10,6,15,6,0,25,2008Q1,397
4,4,2,11,0,1,3,2008Q1,398
0,3,3,3,0,2,6,2008Q1,399
1,1,1,0,0,0,0,2008Q1,401
2,2,5,4,0,0,0,2008Q1,402
3,5,3,7,0,0,1,2008Q1,404
0,3,0,2,0,0,0,2008Q1,406
2,3,3,9,0,0,2,2008Q1,407
0,5,1,2,0,0,1,2008Q1,408
4,5,6,12,0,0,1,2008Q1,409
3,2,0,1,0,0,1,2008Q1,411
10,7,0,4,0,0,6,2008Q1,412
0,1,0,1,0,0,0,2008Q1,413
0,0,1,1,0,0,0,2008Q1,414
7,2,4,2,1,0,2,2008Q1,415
4,5,5,1,0,0,0,2008Q1,416
1,3,0,5,0,0,0,2008Q1,417
0,2,0,2,0,0,0,2008Q1,418
2,3,0,3,0,0,3,2008Q1,421
3,2,3,4,0,1,5,2008Q1,422
5,1,0,2,0,0,5,2008Q1,423
6,3,2,5,0,0,2,2008Q1,424
3,2,5,4,0,0,4,2008Q1,426
8,3,4,9,0,0,5,2008Q1,427
1,4,1,4,0,0,4,2008Q1,428
1,5,2,11,0,0,1,2008Q1,429
4,5,3,14,0,0,2,2008Q1,437
2,1,3,9,0,0,1,2008Q1,438
1,21,3,8,0,0,0,2008Q1,439
5,0,0,1,0,0,0,2008Q1,441
1,1,1,0,0,0,0,2008Q1,442
4,7,2,7,0,0,2,2008Q1,443
0,1,0,1,0,0,1,2008Q1,445
6,1,0,2,0,0,0,2008Q1,448
5,4,2,6,1,0,5,2008Q1,449
1,2,0,1,0,0,1,2008Q1,451
1,1,0,1,0,0,0,2008Q1,452
1,4,0,7,0,0,0,2008Q1,453
0,0,1,3,0,0,0,2008Q1,454
3,6,1,7,0,0,2,2008Q1,455
3,6,3,3,1,0,0,2008Q1,456
7,2,3,4,0,1,6,2008Q1,457
8,4,1,3,0,0,4,2008Q1,459
6,4,1,3,0,0,0,2008Q1,461
1,4,1,3,0,0,0,2008Q1,462
1,5,2,5,0,0,2,2008Q1,463
1,7,0,1,2,0,4,2008Q1,464
1,2,2,4,0,0,0,2008Q1,465
1,3,1,8,1,0,5,2008Q1,466
5,0,2,13,0,0,11,2008Q1,467
1,10,1,8,0,0,1,2008Q1,468
1,2,4,11,0,0,3,2008Q1,469
1,7,1,6,1,0,3,2008Q1,471
4,0,0,5,1,0,7,2008Q1,473
1,6,2,8,1,0,5,2008Q1,477
2,8,3,24,0,0,5,2008Q1,478
4,5,2,9,0,1,5,2008Q1,479
1,2,1,3,0,0,0,2008Q1,487
1,3,0,2,0,0,1,2008Q1,488
1,2,2,4,0,0,7,2008Q1,489
1,0,0,4,0,0,1,2008Q1,491
16,14,4,13,0,0,3,2008Q1,497
3,5,4,20,0,0,3,2008Q1,499
2,16,1,2,2,0,2,2008Q1,501
0,0,2,1,0,0,1,2008Q1,502
1,6,3,4,0,0,1,2008Q1,503
4,13,8,8,0,0,6,2008Q1,504
0,13,0,4,0,0,0,2008Q1,505
2,10,12,6,0,0,3,2008Q1,506
11,15,8,11,1,0,0,2008Q1,507
1,1,4,1,0,0,0,2008Q1,508
1,8,5,4,1,0,6,2008Q1,509
3,1,12,4,0,0,1,2008Q1,511
0,5,0,1,0,0,0,2008Q1,512
8,9,5,11,0,0,2,2008Q1,513
12,10,5,12,0,1,11,2008Q1,514
4,4,6,2,0,0,3,2008Q1,515
2,6,2,6,0,0,9,2008Q1,516
6,7,1,5,1,0,0,2008Q1,517
5,4,8,1,0,0,3,2008Q1,518
3,0,3,8,0,0,1,2008Q1,519
2,11,1,4,0,1,1,2008Q1,521
1,5,0,5,0,0,4,2008Q1,522
0,0,0,1,0,0,0,2008Q1,523
3,5,1,2,0,1,2,2008Q1,524
5,2,3,7,0,0,7,2008Q1,525
3,7,1,11,0,0,3,2008Q1,526
0,0,0,1,0,0,0,2008Q1,527
5,6,6,9,0,0,1,2008Q1,528
4,7,2,20,0,0,1,2008Q1,529
0,4,0,8,0,0,1,2008Q1,531
1,1,3,4,1,1,3,2008Q1,532
0,8,3,2,0,0,2,2008Q1,541
5,11,7,2,0,0,0,2008Q1,551
6,4,11,8,0,0,1,2008Q1,555
12,8,9,14,0,1,10,2008Q1,557
6,9,6,1,0,0,1,2008Q1,558
0,0,0,2,0,0,0,2008Q1,559
0,4,1,1,0,0,0,2008Q1,561
0,7,3,8,0,0,0,2008Q1,562
2,15,8,14,0,0,2,2008Q1,563
12,8,3,5,0,0,1,2008Q1,564
0,3,1,4,0,0,2,2008Q1,565
7,7,3,8,0,0,1,2008Q1,566
2,1,6,8,0,0,1,2008Q1,567
1,0,4,4,0,0,0,2008Q1,569
0,2,3,0,0,0,0,2008Q1,581
1,3,8,5,0,0,0,2008Q1,583
0,6,8,2,0,0,0,2008Q1,584
5,26,9,11,0,0,5,2008Q1,585
0,11,12,7,0,0,0,2008Q1,587
0,3,4,1,0,0,0,2008Q1,589
0,20,0,0,0,0,0,2008Q1,604
1,10,3,0,0,0,0,2008Q1,609
0,5,3,0,0,0,1,2008Q1,615
0,2,2,2,0,0,0,2008Q1,621
0,20,12,1,0,0,0,2008Q1,622
2,4,4,2,0,0,0,2008Q1,625
1,7,2,2,1,0,3,2008Q1,626
0,12,7,3,0,0,0,2008Q1,627
0,10,7,6,0,0,4,2008Q1,628
0,9,5,1,0,0,1,2008Q1,629
0,1,8,0,0,0,0,2008Q1,631
3,22,5,7,0,0,1,2008Q1,632
1,13,1,0,0,0,2,2008Q1,635
8,14,11,11,0,0,18,2008Q1,636
1,10,4,4,1,0,5,2008Q1,637
4,9,5,8,0,0,4,2008Q1,638
3,13,3,5,1,0,2,2008Q1,639
4,6,1,4,0,0,3,2008Q1,642
5,15,5,4,0,0,4,2008Q1,643
1,21,4,3,1,0,5,2008Q1,644
8,48,12,12,3,0,16,2008Q1,645
14,28,7,10,5,0,20,2008Q1,646
7,16,2,5,0,1,7,2008Q1,647
2,5,1,2,0,0,3,2008Q1,648
1,2,2,7,0,0,6,2008Q1,649
6,11,2,3,0,0,5,2008Q1,656
1,2,1,3,0,0,2,2008Q1,657
5,7,3,4,0,1,0,2008Q1,659
9,30,5,15,2,0,6,2008Q1,665
10,23,8,11,3,0,13,2008Q1,666
1,12,4,4,0,0,7,2008Q1,667
6,8,4,6,1,0,13,2008Q1,668
5,7,5,9,1,0,5,2008Q1,669
6,15,10,3,0,0,5,2008Q1,671
3,22,10,0,0,1,9,2008Q1,672
1,7,5,1,0,0,1,2008Q1,674
9,13,3,10,0,0,7,2008Q1,676
0,5,3,6,1,0,2,2008Q1,677
5,4,0,5,0,0,7,2008Q1,678
1,3,0,3,0,0,3,2008Q1,679
3,5,4,2,0,1,5,2008Q1,691
0,5,5,1,0,0,2,2008Q1,692
0,2,4,0,0,0,2,2008Q1,693
0,0,0,2,0,0,1,2008Q1,694
1,16,1,3,0,0,3,2008Q1,696
1,7,7,4,0,0,6,2008Q1,697
6,2,5,5,0,0,5,2008Q1,698
4,4,3,8,0,1,6,2008Q1,699
0,0,0,0,0,0,1,2008Q1,700
4,9,2,4,1,0,1,2008Q1,701
0,6,4,4,1,0,2,2008Q1,702
6,4,1,1,0,0,3,2008Q1,703
0,1,3,0,0,0,0,2008Q1,704
0,3,2,0,1,1,1,2008Q1,705
1,16,7,2,0,0,1,2008Q1,706
0,7,4,4,0,0,0,2008Q1,707
3,11,8,7,1,0,5,2008Q1,708
5,3,6,1,0,0,3,2008Q1,709
1,5,4,3,2,0,1,2008Q1,711
0,6,7,3,0,0,1,2008Q1,714
0,4,0,4,0,0,0,2008Q1,715
0,8,1,2,0,0,0,2008Q1,716
0,5,3,3,0,0,0,2008Q1,717
0,2,5,0,0,0,2,2008Q1,718
0,11,3,5,2,0,2,2008Q1,719
0,10,1,1,0,0,1,2008Q1,721
0,1,0,3,1,0,1,2008Q1,722
0,12,0,7,0,0,8,2008Q1,723
0,3,5,8,0,0,1,2008Q1,724
1,1,5,1,0,0,4,2008Q1,725
0,1,2,0,0,0,0,2008Q1,726
2,11,10,2,0,0,2,2008Q1,727
1,11,4,10,0,0,5,2008Q1,728
2,7,7,4,0,0,6,2008Q1,729
0,0,4,2,0,0,0,2008Q1,731
1,6,9,3,0,0,2,2008Q1,732
0,16,9,4,1,0,5,2008Q1,733
1,10,4,5,1,0,1,2008Q1,734
1,2,7,3,0,0,5,2008Q1,735
0,6,10,2,0,0,4,2008Q1,736
2,8,8,8,0,0,4,2008Q1,737
3,9,6,5,1,1,11,2008Q1,738
0,1,7,8,1,0,8,2008Q1,739
1,3,7,4,1,0,5,2008Q1,741
0,0,5,5,0,0,2,2008Q1,742
0,9,4,2,1,1,3,2008Q1,743
6,6,7,6,0,0,8,2008Q1,745
1,5,5,1,0,0,4,2008Q1,746
3,6,12,3,1,1,7,2008Q1,747
0,7,5,0,0,0,1,2008Q1,748
2,7,2,6,0,0,4,2008Q1,749
0,4,2,0,0,0,6,2008Q1,754
1,1,4,2,0,0,3,2008Q1,755
1,5,7,4,0,0,5,2008Q1,756
0,3,2,4,1,0,5,2008Q1,757
3,4,6,5,0,0,4,2008Q1,758
3,3,1,7,1,0,1,2008Q1,759
3,7,14,8,0,0,5,2008Q1,761
1,8,8,4,0,1,2,2008Q1,762
0,6,1,7,1,0,2,2008Q1,763
2,13,3,4,3,0,6,2008Q1,764
4,2,1,0,0,0,1,2008Q1,765
0,0,1,2,0,0,3,2008Q1,766
1,5,5,5,0,0,8,2008Q1,767
1,1,0,4,0,0,1,2008Q1,768
3,13,1,4,0,0,4,2008Q1,769
2,8,9,4,1,0,8,2008Q1,771
1,12,5,2,1,0,6,2008Q1,772
2,3,4,2,0,0,4,2008Q1,773
3,12,1,9,0,0,7,2008Q1,774
2,2,1,0,0,0,2,2008Q1,775
3,5,2,0,0,0,4,2008Q1,776
1,7,2,3,1,0,9,2008Q1,777
0,0,2,2,0,0,4,2008Q1,778
2,2,2,3,0,0,4,2008Q1,779
1,6,4,6,1,0,1,2008Q1,782
0,2,8,3,2,0,1,2008Q1,783
0,3,13,5,1,0,5,2008Q1,784
2,0,0,1,0,1,2,2008Q1,785
1,2,4,0,1,0,2,2008Q1,786
1,3,4,3,1,2,7,2008Q1,787
0,5,2,1,0,0,4,2008Q1,788
1,2,2,4,0,0,4,2008Q1,789
4,6,5,6,0,0,0,2008Q1,792
0,1,1,3,0,0,0,2008Q1,793
0,1,1,1,0,0,2,2008Q1,794
1,12,8,4,0,0,3,2008Q1,795
2,3,4,0,1,0,3,2008Q1,796
0,2,5,5,0,0,2,2008Q1,797
0,0,2,0,0,0,5,2008Q1,798
2,5,1,8,0,0,4,2008Q1,799
0,0,3,0,0,0,0,2008Q1,801
1,13,4,0,0,1,0,2008Q1,802
2,1,2,1,0,0,3,2008Q1,803
0,3,0,0,0,0,0,2008Q1,804
0,5,11,2,0,0,2,2008Q1,805
0,3,10,1,0,0,0,2008Q1,806
0,0,3,0,0,0,0,2008Q1,807
0,3,7,1,0,0,0,2008Q1,808
1,4,4,0,0,0,0,2008Q1,809
0,13,6,0,0,0,0,2008Q1,811
0,0,4,1,0,0,1,2008Q1,812
0,5,1,1,0,0,0,2008Q1,813
0,6,3,0,0,0,0,2008Q1,814
1,2,2,3,0,0,0,2008Q1,815
0,3,5,1,0,0,0,2008Q1,816
2,3,1,1,1,0,2,2008Q1,817
0,0,0,1,0,0,1,2008Q1,818
0,1,0,1,0,0,0,2008Q1,819
0,1,0,0,0,0,0,2008Q1,821
0,6,2,0,0,0,0,2008Q1,822
0,2,11,2,0,0,2,2008Q1,823
0,6,5,1,0,0,0,2008Q1,824
0,1,2,0,0,0,0,2008Q1,825
0,1,6,0,0,0,0,2008Q1,826
0,16,7,3,0,0,1,2008Q1,827
0,1,3,3,0,0,1,2008Q1,828
0,4,2,1,1,0,1,2008Q1,829
1,10,7,5,0,0,2,2008Q1,831
1,17,3,4,0,0,0,2008Q1,832
1,4,5,6,0,0,4,2008Q1,833
1,9,11,3,0,0,1,2008Q1,834
0,14,9,4,0,1,1,2008Q1,835
0,15,8,4,0,0,1,2008Q1,836
0,0,4,0,0,0,7,2008Q1,837
0,5,2,1,0,0,0,2008Q1,838
0,4,1,3,0,0,0,2008Q1,839
1,5,3,2,0,0,1,2008Q1,841
0,14,11,5,0,0,2,2008Q1,842
0,0,1,0,0,0,0,2008Q1,843
0,4,7,1,0,0,0,2008Q1,847
0,1,2,1,0,0,0,2008Q1,848
0,11,10,4,0,0,5,2008Q1,849
2,1,2,2,0,0,4,2008Q1,851
1,5,1,5,0,0,1,2008Q1,852
1,9,6,5,0,0,6,2008Q1,853
1,3,0,0,0,0,3,2008Q1,854
1,7,8,0,1,0,1,2008Q1,855
3,9,14,6,0,0,3,2008Q1,857
1,3,8,2,0,0,1,2008Q1,858
2,8,11,3,1,0,5,2008Q1,859
0,6,3,6,0,0,0,2008Q1,881
0,9,4,1,0,0,2,2008Q1,882
0,1,0,2,0,0,1,2008Q1,883
0,4,12,4,0,0,1,2008Q1,884
1,18,6,2,0,0,1,2008Q1,885
0,3,6,1,0,0,0,2008Q1,886
1,2,4,1,0,0,0,2008Q1,887
5,10,2,3,2,0,4,2008Q1,889
1,3,0,0,0,0,1,2008Q1,891
0,8,2,5,0,0,0,2008Q1,892
0,2,9,5,0,0,0,2008Q1,893
0,10,4,2,0,0,0,2008Q1,895
0,1,0,0,0,0,0,2008Q1,896
0,7,5,6,0,0,0,2008Q1,897
0,17,0,8,2,0,16,2008Q1,898
4,4,1,7,0,0,4,2008Q1,899
0,3,2,4,0,0,3,2008Q1,901
0,4,7,0,0,0,0,2008Q1,911
0,0,1,0,0,0,0,2008Q1,914
4,3,6,3,1,0,2,2008Q1,916
3,10,2,5,0,0,7,2008Q1,917
1,0,0,0,0,0,0,2008Q1,919
1,7,8,6,0,0,3,2008Q1,921
2,14,6,13,0,0,5,2008Q1,922
7,9,0,4,1,0,0,2008Q1,923
0,5,2,10,0,0,2,2008Q1,924
2,4,3,2,1,0,2,2008Q1,925
5,10,12,9,0,0,4,2008Q1,926
6,7,9,17,0,0,5,2008Q1,927
2,6,5,0,0,0,2,2008Q1,928
2,5,6,4,0,0,0,2008Q1,929
1,9,6,2,0,0,2,2008Q1,931
5,12,6,7,0,0,7,2008Q1,932
1,1,2,2,0,0,1,2008Q1,934
2,10,3,4,0,0,8,2008Q1,935
3,13,8,8,0,0,2,2008Q1,936
4,10,9,5,1,0,2,2008Q1,937
3,10,3,8,0,0,0,2008Q1,938
4,20,2,3,0,0,5,2008Q1,941
8,13,4,5,0,0,0,2008Q1,942
5,9,3,7,0,0,5,2008Q1,944
6,12,6,9,1,0,9,2008Q1,945
0,18,3,9,0,0,5,2008Q1,946
6,4,1,1,2,0,1,2008Q1,948
4,5,15,0,0,0,4,2008Q1,951
1,12,5,4,0,0,2,2008Q1,952
1,0,0,2,0,0,1,2008Q1,953
5,7,8,10,0,0,1,2008Q1,954
13,8,17,8,1,1,11,2008Q1,955
6,15,8,7,0,0,8,2008Q1,956
2,9,7,9,0,0,2,2008Q1,957
5,9,8,6,3,0,4,2008Q1,958
2,9,1,5,0,0,1,2008Q1,959
0,9,1,0,0,0,0,2008Q1,961
5,18,7,6,0,0,1,2008Q1,962
4,22,11,5,0,0,2,2008Q1,963
6,9,7,4,1,0,0,2008Q1,964
4,15,9,5,0,0,1,2008Q1,965
1,11,5,4,0,0,4,2008Q1,966
0,3,1,0,0,0,0,2008Q1,967
0,11,4,0,0,0,3,2008Q1,968
0,10,3,7,0,0,3,2008Q1,969
1,5,1,0,0,0,0,2008Q1,971
1,10,4,3,0,0,1,2008Q1,972
0,16,3,5,0,0,1,2008Q1,973
2,17,7,3,1,0,4,2008Q1,974
0,7,1,5,0,0,6,2008Q1,975
1,32,20,7,0,0,4,2008Q1,976
0,13,4,3,0,0,1,2008Q1,977
1,12,4,2,0,0,1,2008Q1,978
1,24,6,5,0,0,3,2008Q1,979
1,12,7,8,0,0,2,2008Q1,983
1,8,4,2,0,0,1,2008Q1,984
2,25,11,5,0,0,6,2008Q1,986
3,15,17,9,0,0,6,2008Q1,988
1,6,3,0,0,0,1,2008Q1,989
0,20,7,0,0,0,0,2008Q1,995
1,10,6,3,0,0,0,2008Q1,998
0,15,7,3,0,0,0,2008Q1,999
4,3,5,1,0,0,0,2008Q1,1002
2,4,0,0,0,0,1,2008Q1,1003
9,4,1,4,0,0,7,2008Q1,1004
5,7,6,4,0,0,0,2008Q1,1005
1,5,2,5,0,0,0,2008Q1,1006
3,15,5,3,0,0,0,2008Q1,1007
4,9,9,6,0,0,2,2008Q1,1008
0,5,3,4,0,0,1,2008Q1,1009
0,8,8,3,0,0,1,2008Q1,1011
5,2,5,3,0,0,1,2008Q1,1012
1,7,4,2,0,0,1,2008Q1,1013
1,10,7,3,0,0,1,2008Q1,1014
5,8,8,8,1,0,10,2008Q1,1015
1,13,14,6,0,0,3,2008Q1,1016
2,10,10,10,1,0,9,2008Q1,1017
0,0,1,0,0,0,0,2008Q1,1021
0,5,10,2,0,0,0,2008Q1,1022
2,5,4,1,0,0,0,2008Q1,1023
5,5,6,4,0,0,3,2008Q1,1024
2,8,1,6,0,0,2,2008Q1,1025
4,11,9,10,0,0,3,2008Q1,1026
0,4,3,4,0,0,3,2008Q1,1027
5,8,7,7,2,0,3,2008Q1,1028
7,11,4,2,0,0,4,2008Q1,1029
5,5,1,1,0,0,5,2008Q1,1032
1,1,5,0,0,0,1,2008Q1,1033
29,12,5,4,0,5,3,2008Q1,1034
2,14,4,3,0,0,0,2008Q1,1035
3,9,3,5,1,0,2,2008Q1,1036
7,5,10,4,0,0,3,2008Q1,1037
8,19,12,9,2,0,3,2008Q1,1038
3,11,8,8,1,0,7,2008Q1,1042
6,11,7,6,0,0,1,2008Q1,1043
0,2,0,2,0,0,0,2008Q1,1044
2,9,4,1,0,0,2,2008Q1,1045
5,17,6,2,0,0,5,2008Q1,1046
4,16,5,2,2,0,6,2008Q1,1047
1,12,5,2,0,0,1,2008Q1,1048
2,8,3,0,0,0,1,2008Q1,1049
1,3,7,3,0,0,5,2008Q1,1051
1,12,9,2,0,0,6,2008Q1,1052
2,15,5,3,0,0,5,2008Q1,1053
3,4,3,2,0,0,0,2008Q1,1054
1,7,4,1,0,0,5,2008Q1,1055
2,7,10,7,0,0,3,2008Q1,1056
2,10,9,7,1,0,4,2008Q1,1057
0,3,7,4,0,0,7,2008Q1,1058
0,16,9,2,0,0,0,2008Q1,1059
1,5,2,1,0,0,2,2008Q1,1061
0,3,2,1,1,0,0,2008Q1,1062
1,17,10,1,0,0,2,2008Q1,1063
5,18,11,3,0,0,4,2008Q1,1064
0,1,3,4,0,0,0,2008Q1,1065
0,3,5,1,0,0,0,2008Q1,1066
1,14,3,9,0,0,4,2008Q1,1067
2,25,12,4,1,0,0,2008Q1,1068
0,0,4,0,0,0,0,2008Q1,1069
0,1,0,0,0,0,0,2008Q1,1071
0,5,5,0,0,0,0,2008Q1,1072
0,6,5,2,0,0,3,2008Q1,1073
1,24,25,7,0,0,1,2008Q1,1075
0,22,3,8,1,0,6,2008Q1,1076
5,20,6,3,0,0,2,2008Q1,1077
2,11,8,1,0,0,2,2008Q1,1078
0,5,1,3,0,0,1,2008Q1,1079
0,14,8,5,0,0,1,2008Q1,1081
1,10,7,3,0,0,0,2008Q1,1082
3,9,18,7,2,0,4,2008Q1,1083
5,15,16,2,0,0,2,2008Q1,1084
2,16,9,2,0,1,3,2008Q1,1085
0,13,8,3,0,0,1,2008Q1,1086
2,4,5,1,0,0,1,2008Q1,1087
1,3,7,2,0,0,1,2008Q1,1088
0,3,2,3,0,0,0,2008Q1,1089
1,0,0,0,0,0,0,2008Q1,1091
0,0,4,1,0,0,0,2008Q1,1092
1,4,6,0,0,0,0,2008Q1,1094
0,6,1,0,0,0,0,2008Q1,1095
0,9,2,2,0,0,0,2008Q1,1096
1,2,7,2,0,0,1,2008Q1,1097
0,3,6,0,0,0,1,2008Q1,1099
1,14,0,5,0,0,0,2008Q1,1101
7,7,3,9,0,0,3,2008Q1,1102
0,4,4,0,0,0,0,2008Q1,1105
2,4,1,2,0,1,0,2008Q1,1107
0,15,0,2,0,0,0,2008Q1,1109
0,14,11,7,0,0,0,2008Q1,1112
0,15,8,6,0,0,1,2008Q1,1113
1,16,6,3,1,0,5,2008Q1,1115
1,2,0,5,0,0,0,2008Q1,1116
2,10,7,4,0,0,5,2008Q1,1117
2,1,3,9,0,0,1,2008Q1,1118
0,5,3,5,0,0,0,2008Q1,1119
1,0,0,0,0,0,0,2008Q1,1122
2,6,5,3,0,0,1,2008Q1,1123
9,5,3,5,0,0,1,2008Q1,1124
1,2,5,9,1,2,7,2008Q1,1125
3,4,4,7,0,0,2,2008Q1,1126
4,1,1,4,0,1,0,2008Q1,1127
2,6,9,3,0,0,2,2008Q1,1128
6,18,1,14,0,1,0,2008Q1,1129
1,28,5,8,0,0,3,2008Q1,1132
6,9,5,7,0,2,0,2008Q1,1133
2,4,8,5,1,0,1,2008Q1,1134
1,7,9,7,0,1,6,2008Q1,1135
4,11,8,20,0,0,3,2008Q1,1136
16,1,4,2,0,0,2,2008Q1,1137
1,6,1,4,0,0,10,2008Q1,1138
9,7,0,17,0,1,4,2008Q1,1139
5,26,3,7,0,0,6,2008Q1,1141
3,37,7,6,1,0,2,2008Q1,1142
3,21,1,8,0,0,0,2008Q1,1143
2,21,9,6,1,0,1,2008Q1,1144
4,18,5,5,0,0,1,2008Q1,1145
3,3,3,5,0,0,1,2008Q1,1146
0,5,5,5,0,0,1,2008Q1,1147
3,13,4,10,0,0,3,2008Q1,1148
8,3,6,15,0,1,5,2008Q1,1149
14,19,3,7,0,0,9,2008Q1,1151
2,11,3,6,0,0,3,2008Q1,1152
0,5,2,3,0,0,1,2008Q1,1153
0,9,5,3,0,0,0,2008Q1,1158
1,7,0,2,0,0,0,2008Q1,1159
4,8,3,2,0,0,4,2008Q1,1161
6,17,1,10,0,0,18,2008Q1,1162
2,2,2,4,0,0,4,2008Q1,1163
3,5,3,5,0,1,5,2008Q1,1169
0,19,5,8,1,0,3,2008Q1,1171
2,26,5,3,0,0,1,2008Q1,1172
0,3,2,3,0,1,1,2008Q1,1173
0,1,1,2,0,0,0,2008Q1,1174
1,0,2,7,0,0,0,2008Q1,1176
2,2,2,8,0,0,5,2008Q1,1177
4,2,1,1,0,1,1,2008Q1,1178
7,5,0,2,0,1,2,2008Q1,1179
0,7,3,9,1,0,2,2008Q1,1181
7,3,5,4,0,0,0,2008Q1,1183
0,9,4,4,0,0,2,2008Q1,1184
0,5,0,0,0,0,0,2008Q1,1185
0,1,0,1,0,0,1,2008Q1,1186
0,2,0,4,0,0,3,2008Q1,1189
1,0,0,1,0,0,1,2008Q1,1195
14,11,19,17,0,1,7,2008Q1,1203
5,7,9,6,1,0,2,2008Q1,1204
7,7,6,9,0,0,3,2008Q1,1205
4,3,1,10,0,0,6,2008Q1,1207
9,4,6,8,0,0,6,2008Q1,1208
0,1,0,4,0,0,5,2008Q1,1209
15,10,9,11,1,1,15,2008Q1,1211
16,6,5,15,0,0,13,2008Q1,1213
9,6,9,16,1,0,8,2008Q1,1215
8,5,2,15,0,0,11,2008Q1,1218
2,0,2,1,0,0,8,2008Q1,1219
1,8,8,4,0,0,3,2008Q1,1231
8,6,4,2,0,0,13,2008Q1,1232
10,7,8,11,1,0,14,2008Q1,1233
5,8,4,14,0,0,1,2008Q1,1235
5,10,9,25,2,0,22,2008Q1,1239
16,3,4,9,0,0,8,2008Q1,1241
3,5,6,10,0,0,2,2008Q1,1242
10,8,11,12,0,0,12,2008Q1,1243
16,12,13,17,4,2,2,2008Q1,1245
10,3,7,14,1,0,9,2008Q1,1248
4,5,7,12,2,0,9,2008Q1,1249
8,8,4,8,0,0,11,2008Q1,1251
8,1,3,4,2,0,6,2008Q1,1252
6,15,9,9,0,0,4,2008Q1,1253
12,5,5,9,0,1,6,2008Q1,1255
8,8,9,13,2,0,9,2008Q1,1256
11,13,2,10,0,0,5,2008Q1,1257
17,14,3,25,5,0,15,2008Q1,1258
15,12,19,22,2,2,15,2008Q1,1259
4,11,4,7,0,0,6,2008Q1,1263
8,6,8,10,2,0,17,2008Q1,1265
10,8,5,20,1,0,11,2008Q1,1266
13,7,5,9,1,0,4,2008Q1,1267
8,11,6,18,1,0,12,2008Q1,1268
11,12,2,16,0,1,12,2008Q1,1269
9,15,9,14,0,0,11,2008Q1,1273
6,13,22,6,0,0,6,2008Q1,1283
2,1,1,3,0,0,6,2008Q1,1293
11,11,2,9,3,0,17,2008Q1,1303
10,6,3,7,1,0,9,2008Q1,1307
2,18,1,10,1,0,13,2008Q1,1309
